"vendorid","tpep_pickup_datetime","tpep_dropoff_datetime","passenger_count","trip_distance","ratecodeid","store_and_fwd_flag","pulocationid","dolocationid","payment_type","fare_amount","extra","mta_tax","tip_amount","tolls_amount","improvement_surcharge","total_amount","congestion_surcharge","airport_fee"
"2","2023-01-01T00:34:28.000","2023-01-01T01:09:01.000","3.0","5.6","1.0","N","142","231","2","33.1","1.0","0.5","0.0","0.0","1.0","38.1","2.5","0.0"
"2","2023-01-01T00:26:57.000","2023-01-01T00:54:14.000","1.0","4.54","1.0","N","50","261","1","28.9","1.0","0.5","6.78","0.0","1.0","40.68","2.5","0.0"
"2","2023-01-01T00:08:06.000","2023-01-01T00:16:23.000","1.0","2.18","1.0","N","249","246","1","11.4","1.0","0.5","4.92","0.0","1.0","21.32","2.5","0.0"
"2","2023-01-01T00:18:17.000","2023-01-01T00:33:33.000","1.0","1.37","1.0","N","68","107","1","14.2","1.0","0.5","4.8","0.0","1.0","24.0","2.5","0.0"
"2","2023-01-01T00:35:12.000","2023-01-01T00:48:52.000","1.0","4.04","1.0","N","107","87","1","20.5","1.0","0.5","5.1","0.0","1.0","30.6","2.5","0.0"
"2","2023-01-01T00:55:47.000","2023-01-01T01:02:52.000","1.0","3.02","1.0","N","132","10","1","13.5","1.0","0.5","5.18","0.0","1.0","22.43","0.0","1.25"
"2","2023-01-01T00:12:04.000","2023-01-01T00:12:27.000","3.0","0.27","1.0","N","194","194","2","3.7","1.0","0.5","0.0","13.1","1.0","19.3","0.0","0.0"
"1","2023-01-01T00:45:15.000","2023-01-01T01:06:54.000","2.0","3.2","1.0","N","234","87","1","21.2","3.5","0.5","2.0","0.0","1.0","28.2","2.5","0.0"
"2","2023-01-01T00:28:01.000","2023-01-01T00:34:03.000","1.0","0.72","1.0","N","211","148","1","7.9","1.0","0.5","3.22","0.0","1.0","16.12","2.5","0.0"
"2","2023-01-01T00:35:54.000","2023-01-01T00:56:24.000","1.0","2.69","1.0","N","148","255","2","21.2","1.0","0.5","0.0","0.0","1.0","26.2","2.5","0.0"
"2","2023-01-01T00:45:35.000","2023-01-01T01:03:33.000","1.0","8.96","1.0","N","132","95","2","35.9","1.0","0.5","0.0","0.0","1.0","39.65","0.0","1.25"
"1","2023-01-01T00:17:59.000","2023-01-01T00:26:31.000","2.0","0.6","1.0","N","161","164","1","9.3","3.5","0.5","9.22","0.0","1.0","23.52","2.5","0.0"
"1","2023-01-01T00:35:21.000","2023-01-01T00:50:55.000","2.0","3.6","1.0","N","170","75","2","18.4","3.5","0.5","0.0","0.0","1.0","23.4","2.5","0.0"
"1","2023-01-01T00:59:51.000","2023-01-01T01:06:03.000","1.0","1.6","1.0","N","141","263","1","9.3","3.5","0.5","1.43","0.0","1.0","15.73","2.5","0.0"
"2","2023-01-01T00:25:22.000","2023-01-01T00:34:30.000","4.0","1.96","1.0","N","142","238","2","11.4","1.0","0.5","0.0","0.0","1.0","16.4","2.5","0.0"
"2","2023-01-01T00:35:41.000","2023-01-01T00:43:33.000","1.0","2.02","1.0","N","238","236","1","11.4","1.0","0.5","3.28","0.0","1.0","19.68","2.5","0.0"
"2","2023-01-01T00:49:56.000","2023-01-01T01:30:46.000","1.0","1.94","1.0","N","237","141","2","18.4","1.0","0.5","0.0","0.0","1.0","23.4","2.5","0.0"
"1","2023-01-01T00:49:49.000","2023-01-01T01:11:18.000","1.0","4.0","1.0","N","79","236","2","21.2","3.5","0.5","0.0","0.0","1.0","26.2","2.5","0.0"
"2","2023-01-01T00:18:02.000","2023-01-01T00:39:46.000","4.0","10.29","1.0","N","144","42","1","40.8","1.0","0.5","9.16","0.0","1.0","54.96","2.5","0.0"
"2","2023-01-01T00:52:22.000","2023-01-01T01:14:03.000","1.0","4.89","1.0","N","238","167","4","-25.4","-1.0","-0.5","0.0","0.0","-1.0","-30.4","-2.5","0.0"
"2","2023-01-01T00:52:22.000","2023-01-01T01:14:03.000","1.0","4.89","1.0","N","238","167","4","25.4","1.0","0.5","0.0","0.0","1.0","30.4","2.5","0.0"
"1","2023-01-01T00:01:52.000","2023-01-01T00:11:25.000","1.0","1.9","1.0","N","234","231","1","10.7","3.5","0.5","3.0","0.0","1.0","18.7","2.5","0.0"
"1","2023-01-01T00:15:15.000","2023-01-01T00:39:30.000","1.0","7.5","1.0","N","144","263","1","33.1","3.5","0.5","3.0","0.0","1.0","41.1","2.5","0.0"
"1","2023-01-01T00:53:37.000","2023-01-01T01:23:16.000","1.0","10.2","1.0","N","161","127","2","42.9","3.5","0.5","0.0","0.0","1.0","47.9","2.5","0.0"
"1","2023-01-01T00:12:16.000","2023-01-01T00:26:14.000","1.0","4.4","99.0","N","74","248","1","24.5","0.0","0.5","0.0","6.55","1.0","32.55","0.0","0.0"
"2","2023-01-01T00:33:25.000","2023-01-01T00:40:25.000","1.0","1.17","1.0","N","142","143","1","8.6","1.0","0.5","2.0","0.0","1.0","15.6","2.5","0.0"
"2","2023-01-01T00:42:27.000","2023-01-01T00:51:46.000","1.0","1.53","1.0","N","143","238","1","10.7","1.0","0.5","10.0","0.0","1.0","25.7","2.5","0.0"
"1","2023-01-01T00:34:09.000","2023-01-01T00:39:14.000","2.0","0.7","1.0","N","237","237","1","6.5","3.5","0.5","1.5","0.0","1.0","13.0","2.5","0.0"
"1","2023-01-01T00:57:44.000","2023-01-01T00:57:59.000","1.0","0.0","1.0","N","137","137","3","3.0","3.5","0.5","0.0","0.0","1.0","8.0","2.5","0.0"
"2","2023-01-01T00:17:27.000","2023-01-01T00:22:11.000","1.0","1.29","1.0","N","238","166","1","7.9","1.0","0.5","2.08","0.0","1.0","12.48","0.0","0.0"
"2","2023-01-01T00:24:47.000","2023-01-01T00:28:07.000","1.0","0.74","1.0","N","166","151","1","6.5","1.0","0.5","1.8","0.0","1.0","10.8","0.0","0.0"
"2","2023-01-01T00:34:16.000","2023-01-01T01:02:40.000","1.0","5.32","1.0","N","238","249","2","30.3","1.0","0.5","0.0","0.0","1.0","35.3","2.5","0.0"
"2","2023-01-01T00:12:11.000","2023-01-01T00:28:21.000","3.0","0.59","1.0","N","48","48","1","14.2","1.0","0.5","3.84","0.0","1.0","23.04","2.5","0.0"
"2","2023-01-01T00:30:04.000","2023-01-01T00:56:47.000","2.0","2.98","1.0","N","48","162","1","24.0","1.0","0.5","5.8","0.0","1.0","34.8","2.5","0.0"
"2","2023-01-01T00:10:37.000","2023-01-01T00:40:12.000","1.0","12.79","1.0","N","141","89","2","52.0","1.0","0.5","0.0","0.0","1.0","57.0","2.5","0.0"
"1","2023-01-01T00:42:50.000","2023-01-01T01:00:44.000","1.0","2.1","1.0","N","43","238","1","14.9","3.5","0.5","4.0","0.0","1.0","23.9","2.5","0.0"
"2","2023-01-01T00:22:20.000","2023-01-01T00:32:53.000","1.0","2.06","1.0","N","239","262","1","13.5","1.0","0.5","4.62","0.0","1.0","23.12","2.5","0.0"
"2","2023-01-01T00:37:24.000","2023-01-01T00:41:08.000","1.0","0.76","1.0","N","236","238","1","6.5","1.0","0.5","1.15","0.0","1.0","12.65","2.5","0.0"
"2","2023-01-01T00:44:28.000","2023-01-01T00:50:00.000","1.0","1.49","1.0","N","239","236","1","8.6","1.0","0.5","4.08","0.0","1.0","17.68","2.5","0.0"
"2","2023-01-01T00:59:25.000","2023-01-01T01:05:04.000","1.0","0.86","1.0","N","237","141","1","7.9","1.0","0.5","1.94","0.0","1.0","14.84","2.5","0.0"
"1","2023-01-01T00:10:31.000","2023-01-01T00:21:58.000","2.0","6.5","1.0","N","138","74","1","26.8","7.25","0.5","6.32","6.55","1.0","48.42","0.0","1.25"
"1","2023-01-01T00:30:12.000","2023-01-01T00:40:58.000","2.0","2.1","1.0","N","263","239","1","12.8","3.5","0.5","3.55","0.0","1.0","21.35","2.5","0.0"
"1","2023-01-01T00:47:06.000","2023-01-01T00:57:53.000","2.0","1.8","1.0","N","143","151","1","12.8","3.5","0.5","5.0","0.0","1.0","22.8","2.5","0.0"
"1","2023-01-01T00:07:19.000","2023-01-01T00:16:12.000","3.0","1.6","1.0","N","229","263","1","10.7","3.5","0.5","4.7","0.0","1.0","20.4","2.5","0.0"
"1","2023-01-01T00:20:58.000","2023-01-01T00:24:20.000","4.0","1.1","1.0","N","141","229","1","6.5","3.5","0.5","2.0","0.0","1.0","13.5","2.5","0.0"
"1","2023-01-01T00:26:33.000","2023-01-01T00:32:08.000","1.0","2.3","1.0","N","141","75","2","10.7","3.5","0.5","0.0","0.0","1.0","15.7","2.5","0.0"
"1","2023-01-01T00:39:29.000","2023-01-01T00:42:40.000","3.0","0.8","1.0","N","263","141","1","5.8","3.5","0.5","2.15","0.0","1.0","12.95","2.5","0.0"
"1","2023-01-01T00:49:28.000","2023-01-01T01:00:08.000","2.0","3.2","1.0","N","263","145","1","15.6","3.5","0.5","4.1","0.0","1.0","24.7","2.5","0.0"
"2","2023-01-01T00:21:28.000","2023-01-01T00:27:17.000","2.0","1.01","1.0","N","234","164","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0"
"2","2023-01-01T00:57:31.000","2023-01-01T01:06:57.000","2.0","1.1","1.0","N","107","186","2","10.0","1.0","0.5","0.0","0.0","1.0","15.0","2.5","0.0"
"2","2023-01-01T00:03:40.000","2023-01-01T00:10:05.000","1.0","1.35","1.0","N","238","151","1","9.3","1.0","0.5","4.29","0.0","1.0","18.59","2.5","0.0"
"2","2023-01-01T00:14:21.000","2023-01-01T00:24:03.000","2.0","1.84","1.0","N","151","143","1","12.1","1.0","0.5","1.5","0.0","1.0","18.6","2.5","0.0"
"2","2023-01-01T00:33:15.000","2023-01-01T00:47:40.000","2.0","2.71","1.0","N","142","236","2","17.0","1.0","0.5","0.0","0.0","1.0","22.0","2.5","0.0"
"2","2023-01-01T00:53:14.000","2023-01-01T01:14:42.000","3.0","4.48","1.0","N","236","107","1","23.3","1.0","0.5","5.66","0.0","1.0","33.96","2.5","0.0"
"2","2023-01-01T00:26:53.000","2023-01-01T00:42:29.000","1.0","2.51","1.0","N","90","229","1","15.6","1.0","0.5","4.12","0.0","1.0","24.72","2.5","0.0"
"2","2023-01-01T00:47:34.000","2023-01-01T00:58:22.000","1.0","3.39","1.0","N","233","74","2","15.6","1.0","0.5","0.0","0.0","1.0","20.6","2.5","0.0"
"2","2023-01-01T01:05:05.000","2023-01-01T01:15:02.000","1.0","2.22","1.0","N","263","233","1","12.1","1.0","0.5","4.0","0.0","1.0","21.1","2.5","0.0"
"2","2023-01-01T00:05:28.000","2023-01-01T00:23:33.000","2.0","2.79","1.0","N","239","236","1","18.4","1.0","0.5","40.0","0.0","1.0","63.4","2.5","0.0"
"2","2023-01-01T00:29:07.000","2023-01-01T00:40:53.000","2.0","1.73","1.0","N","236","140","1","13.5","1.0","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"2","2023-01-01T00:51:52.000","2023-01-01T00:57:54.000","2.0","0.96","1.0","N","237","161","2","7.9","1.0","0.5","0.0","0.0","1.0","12.9","2.5","0.0"
"1","2023-01-01T00:15:25.000","2023-01-01T00:18:06.000","1.0","0.3","1.0","N","229","137","1","4.4","3.5","0.5","2.35","0.0","1.0","11.75","2.5","0.0"
"1","2023-01-01T00:43:00.000","2023-01-01T01:11:46.000","2.0","2.2","1.0","N","233","223","2","22.6","3.5","0.5","0.0","0.0","1.0","27.6","2.5","0.0"
"2","2023-01-01T00:18:55.000","2023-01-01T00:28:36.000","3.0","2.05","1.0","N","143","166","1","12.8","1.0","0.5","1.0","0.0","1.0","18.8","2.5","0.0"
"2","2023-01-01T00:31:01.000","2023-01-01T00:35:12.000","3.0","0.71","1.0","N","24","238","1","6.5","1.0","0.5","3.45","0.0","1.0","14.95","2.5","0.0"
"2","2023-01-01T00:37:09.000","2023-01-01T00:49:49.000","3.0","2.61","1.0","N","238","141","1","15.6","1.0","0.5","4.12","0.0","1.0","24.72","2.5","0.0"
"2","2023-01-01T00:53:35.000","2023-01-01T00:57:18.000","2.0","0.92","1.0","N","140","263","1","6.5","1.0","0.5","1.15","0.0","1.0","12.65","2.5","0.0"
"1","2023-01-01T00:35:40.000","2023-01-01T00:57:52.000","2.0","9.0","1.0","N","140","47","1","37.3","3.5","0.5","8.45","0.0","1.0","50.75","2.5","0.0"
"2","2023-01-01T00:24:39.000","2023-01-01T00:36:45.000","4.0","2.05","1.0","N","163","107","1","13.5","1.0","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"2","2023-01-01T00:59:48.000","2023-01-01T01:07:06.000","1.0","0.62","1.0","N","237","141","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0"
"2","2023-01-01T00:03:28.000","2023-01-01T00:19:42.000","1.0","2.51","1.0","N","249","233","1","16.3","1.0","0.5","6.39","0.0","1.0","27.69","2.5","0.0"
"2","2023-01-01T00:33:25.000","2023-01-01T00:37:58.000","3.0","1.44","1.0","N","141","263","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0"
"2","2023-01-01T00:42:37.000","2023-01-01T00:50:10.000","2.0","1.41","1.0","N","263","140","1","9.3","1.0","0.5","2.86","0.0","1.0","17.16","2.5","0.0"
"2","2023-01-01T00:52:34.000","2023-01-01T00:55:30.000","2.0","1.01","1.0","N","140","263","1","6.5","1.0","0.5","2.0","0.0","1.0","13.5","2.5","0.0"
"2","2023-01-01T00:58:56.000","2023-01-01T01:01:39.000","1.0","0.47","1.0","N","141","141","1","5.1","1.0","0.5","2.0","0.0","1.0","12.1","2.5","0.0"
"2","2023-01-01T00:58:15.000","2023-01-01T01:12:43.000","1.0","2.48","1.0","N","264","263","1","15.6","1.0","0.5","3.62","0.0","1.0","21.72","0.0","0.0"
"2","2023-01-01T00:44:08.000","2023-01-01T01:01:07.000","4.0","3.67","1.0","N","137","263","1","19.8","1.0","0.5","4.96","0.0","1.0","29.76","2.5","0.0"
"2","2023-01-01T00:49:14.000","2023-01-01T00:55:32.000","3.0","1.19","1.0","N","162","140","1","8.6","1.0","0.5","2.72","0.0","1.0","16.32","2.5","0.0"
"2","2023-01-01T00:06:42.000","2023-01-01T00:17:13.000","1.0","1.88","1.0","N","164","229","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0"
"2","2023-01-01T00:36:07.000","2023-01-02T00:17:13.000","1.0","1.2","1.0","N","234","234","1","11.4","1.0","0.5","0.0","0.0","1.0","16.4","2.5","0.0"
"2","2023-01-01T00:11:46.000","2023-01-01T00:28:32.000","1.0","2.02","1.0","N","246","48","1","17.0","1.0","0.5","4.4","0.0","1.0","26.4","2.5","0.0"
"2","2023-01-01T00:35:02.000","2023-01-01T00:56:31.000","1.0","1.94","1.0","N","48","246","1","19.1","1.0","0.5","4.82","0.0","1.0","28.92","2.5","0.0"
"2","2023-01-01T00:57:50.000","2023-01-01T01:02:03.000","1.0","0.55","1.0","N","246","68","2","5.8","1.0","0.5","0.0","0.0","1.0","10.8","2.5","0.0"
"2","2023-01-01T00:24:48.000","2023-01-01T00:56:28.000","2.0","4.17","1.0","N","246","4","1","29.6","1.0","0.5","6.0","0.0","1.0","40.6","2.5","0.0"
"1","2023-01-01T00:21:46.000","2023-01-01T00:48:38.000","1.0","4.6","1.0","N","246","151","1","26.1","3.5","0.5","4.0","0.0","1.0","35.1","2.5","0.0"
"1","2023-01-01T00:53:47.000","2023-01-01T01:03:24.000","1.0","2.1","1.0","N","151","236","1","11.4","3.5","0.5","4.9","0.0","1.0","21.3","2.5","0.0"
"2","2023-01-01T00:26:20.000","2023-01-01T00:31:52.000","1.0","0.83","1.0","N","237","141","1","7.2","1.0","0.5","3.0","0.0","1.0","15.2","2.5","0.0"
"2","2023-01-01T00:36:33.000","2023-01-01T00:48:38.000","1.0","2.99","1.0","N","237","137","2","15.6","1.0","0.5","0.0","0.0","1.0","20.6","2.5","0.0"
"2","2023-01-01T00:06:18.000","2023-01-01T00:22:39.000","2.0","3.16","1.0","N","170","142","1","18.4","1.0","0.5","4.68","0.0","1.0","28.08","2.5","0.0"
"2","2023-01-01T00:25:08.000","2023-01-01T00:31:02.000","2.0","1.5","1.0","N","142","238","1","9.3","1.0","0.5","3.58","0.0","1.0","17.88","2.5","0.0"
"2","2023-01-01T00:34:23.000","2023-01-01T00:45:56.000","2.0","2.04","1.0","N","239","140","1","13.5","1.0","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"2","2023-01-01T00:50:21.000","2023-01-01T00:57:39.000","2.0","1.65","1.0","N","263","162","2","10.0","1.0","0.5","0.0","0.0","1.0","15.0","2.5","0.0"
"1","2023-01-01T00:07:19.000","2023-01-01T00:45:31.000","2.0","7.8","1.0","N","249","223","1","37.3","3.5","0.5","8.45","0.0","1.0","50.75","2.5","0.0"
"1","2023-01-01T00:59:28.000","2023-01-01T01:07:50.000","1.0","0.5","1.0","N","146","145","1","5.1","1.0","0.5","3.0","0.0","1.0","10.6","0.0","0.0"
"2","2023-01-01T00:28:04.000","2023-01-01T00:28:35.000","1.0","0.0","2.0","N","142","142","2","70.0","0.0","0.5","0.0","0.0","1.0","74.0","2.5","0.0"
"2","2023-01-01T00:29:00.000","2023-01-01T00:54:32.000","1.0","3.91","1.0","N","142","229","1","24.7","1.0","0.5","4.46","0.0","1.0","34.16","2.5","0.0"
"1","2023-01-01T00:08:16.000","2023-01-01T00:28:49.000","1.0","8.6","1.0","N","140","40","2","35.9","3.5","0.5","0.0","0.0","1.0","40.9","2.5","0.0"
"1","2023-01-01T00:41:30.000","2023-01-01T01:03:23.000","2.0","2.8","1.0","N","231","164","1","22.6","3.5","0.5","5.0","0.0","1.0","32.6","2.5","0.0"
"2","2023-01-01T00:20:19.000","2023-01-01T00:56:18.000","1.0","2.04","1.0","N","50","186","1","28.2","1.0","0.5","0.0","0.0","1.0","33.2","2.5","0.0"
"2","2023-01-01T00:58:00.000","2023-01-01T01:12:24.000","1.0","0.64","1.0","N","186","164","2","12.8","1.0","0.5","0.0","0.0","1.0","17.8","2.5","0.0"
"2","2023-01-01T00:35:23.000","2023-01-01T00:43:37.000","1.0","1.46","1.0","N","170","237","1","10.0","1.0","0.5","3.75","0.0","1.0","18.75","2.5","0.0"
"1","2023-01-01T00:30:15.000","2023-01-01T00:52:07.000","1.0","5.5","1.0","N","142","107","1","27.5","3.5","0.5","3.0","0.0","1.0","35.5","2.5","0.0"
"1","2023-01-01T00:59:15.000","2023-01-01T01:06:08.000","1.0","1.6","1.0","N","137","229","1","9.3","3.5","0.5","2.85","0.0","1.0","17.15","2.5","0.0"
"2","2023-01-01T00:23:54.000","2023-01-01T00:47:59.000","3.0","2.41","1.0","N","50","158","1","21.9","1.0","0.5","5.38","0.0","1.0","32.28","2.5","0.0"
"2","2023-01-01T00:54:14.000","2023-01-01T01:21:38.000","1.0","5.73","1.0","N","249","263","1","28.2","1.0","0.5","6.64","0.0","1.0","39.84","2.5","0.0"
"2","2023-01-01T00:36:36.000","2023-01-01T00:41:13.000","1.0","0.79","1.0","N","166","238","1","7.2","1.0","0.5","2.42","0.0","1.0","12.12","0.0","0.0"
"2","2023-01-01T00:46:38.000","2023-01-01T00:53:59.000","1.0","1.63","1.0","N","238","166","1","10.7","1.0","0.5","3.14","0.0","1.0","18.84","2.5","0.0"
"2","2023-01-01T00:57:41.000","2023-01-01T01:08:49.000","1.0","2.23","1.0","N","166","143","1","13.5","1.0","0.5","4.0","0.0","1.0","22.5","2.5","0.0"
"1","2023-01-01T00:13:35.000","2023-01-01T00:18:20.000","2.0","0.9","1.0","N","234","114","1","6.5","3.5","0.5","2.3","0.0","1.0","13.8","2.5","0.0"
"1","2023-01-01T00:19:08.000","2023-01-01T00:41:30.000","1.0","4.6","1.0","N","114","140","1","22.6","3.5","0.5","5.5","0.0","1.0","33.1","2.5","0.0"
"1","2023-01-01T00:46:20.000","2023-01-01T00:58:12.000","1.0","2.9","1.0","N","141","107","1","14.2","3.5","0.5","3.8","0.0","1.0","23.0","2.5","0.0"
"2","2023-01-01T00:34:39.000","2023-01-01T01:01:41.000","2.0","6.49","1.0","N","113","202","1","30.3","1.0","0.5","1.0","0.0","1.0","36.3","2.5","0.0"
"2","2023-01-01T00:04:44.000","2023-01-01T00:20:05.000","1.0","2.47","1.0","N","237","107","1","15.6","1.0","0.5","6.18","0.0","1.0","26.78","2.5","0.0"
"2","2023-01-01T00:21:22.000","2023-01-01T00:28:10.000","1.0","0.91","1.0","N","107","79","1","7.9","1.0","0.5","2.58","0.0","1.0","15.48","2.5","0.0"
"2","2023-01-01T00:30:28.000","2023-01-01T00:36:22.000","1.0","1.31","1.0","N","79","170","1","8.6","1.0","0.5","2.72","0.0","1.0","16.32","2.5","0.0"
"2","2023-01-01T00:41:48.000","2023-01-01T00:50:29.000","1.0","1.39","1.0","N","170","79","1","10.0","1.0","0.5","2.0","0.0","1.0","17.0","2.5","0.0"
"2","2023-01-01T00:51:42.000","2023-01-01T01:16:33.000","1.0","4.39","1.0","N","79","236","1","26.1","1.0","0.5","1.0","0.0","1.0","32.1","2.5","0.0"
"2","2023-01-01T00:17:12.000","2023-01-01T00:36:04.000","3.0","3.01","1.0","N","65","181","1","19.8","1.0","0.5","4.01","0.0","1.0","26.31","0.0","0.0"
"2","2023-01-01T00:43:26.000","2023-01-01T01:05:24.000","2.0","4.78","1.0","N","181","255","1","26.8","1.0","0.5","7.33","0.0","1.0","36.63","0.0","0.0"
"2","2023-01-01T00:28:28.000","2023-01-01T00:34:21.000","1.0","1.02","1.0","N","43","162","2","7.9","1.0","0.5","0.0","0.0","1.0","12.9","2.5","0.0"
"2","2023-01-01T00:41:47.000","2023-01-01T00:54:38.000","1.0","2.16","1.0","N","161","137","1","13.5","1.0","0.5","2.78","0.0","1.0","21.28","2.5","0.0"
"2","2023-01-01T00:53:39.000","2023-01-01T01:30:11.000","4.0","3.03","1.0","N","48","224","1","30.3","1.0","0.5","0.0","0.0","0.3","34.6","2.5","0.0"
"1","2023-01-01T00:14:28.000","2023-01-01T00:19:47.000","1.0","1.7","1.0","N","137","140","2","8.6","3.5","0.5","0.0","0.0","1.0","13.6","2.5","0.0"
"1","2023-01-01T00:45:02.000","2023-01-01T01:01:10.000","1.0","4.4","1.0","N","148","263","1","20.5","3.5","0.5","5.1","0.0","1.0","30.6","2.5","0.0"
"2","2023-01-01T00:07:18.000","2023-01-01T00:23:15.000","1.0","7.74","1.0","N","138","256","2","32.4","6.0","0.5","0.0","0.0","1.0","41.15","0.0","1.25"
"2","2023-01-01T00:45:43.000","2023-01-01T00:55:12.000","1.0","1.22","1.0","N","68","249","1","10.0","1.0","0.5","3.0","0.0","1.0","18.0","2.5","0.0"
"2","2023-01-01T00:48:25.000","2023-01-01T01:03:32.000","1.0","5.92","1.0","N","151","243","2","26.1","1.0","0.5","0.0","0.0","1.0","28.6","0.0","0.0"
"2","2023-01-01T00:08:59.000","2023-01-01T00:24:23.000","1.0","5.38","1.0","N","262","79","1","24.0","1.0","0.5","5.8","0.0","1.0","34.8","2.5","0.0"
"2","2023-01-01T00:28:43.000","2023-01-01T00:42:25.000","1.0","4.6","1.0","N","79","261","1","21.2","1.0","0.5","5.0","0.0","1.0","31.2","2.5","0.0"
"2","2023-01-01T00:47:54.000","2023-01-01T00:53:04.000","1.0","0.63","1.0","N","13","261","2","7.2","1.0","0.5","0.0","0.0","1.0","12.2","2.5","0.0"
"2","2023-01-01T00:54:19.000","2023-01-01T01:10:21.000","1.0","3.29","1.0","N","13","246","2","17.0","1.0","0.5","0.0","0.0","1.0","22.0","2.5","0.0"
"2","2023-01-01T00:15:48.000","2023-01-01T00:29:17.000","1.0","2.65","1.0","N","144","246","1","14.9","1.0","0.5","3.98","0.0","1.0","23.88","2.5","0.0"
"2","2023-01-01T00:30:08.000","2023-01-01T00:42:22.000","1.0","1.11","1.0","N","246","246","1","12.1","1.0","0.5","3.42","0.0","1.0","20.52","2.5","0.0"
"2","2023-01-01T00:53:06.000","2023-01-01T00:57:18.000","1.0","0.47","1.0","N","246","246","1","5.8","1.0","0.5","3.24","0.0","1.0","14.04","2.5","0.0"
"2","2023-01-01T00:13:35.000","2023-01-01T00:28:01.000","2.0","3.2","1.0","N","236","107","1","17.0","1.0","0.5","4.4","0.0","1.0","26.4","2.5","0.0"
"2","2023-01-01T00:35:47.000","2023-01-01T00:53:44.000","1.0","3.56","1.0","N","229","238","1","19.8","1.0","0.5","4.96","0.0","1.0","29.76","2.5","0.0"
"2","2023-01-01T00:58:13.000","2023-01-01T01:25:56.000","2.0","4.46","1.0","N","239","107","1","27.5","1.0","0.5","6.5","0.0","1.0","39.0","2.5","0.0"
"2","2023-01-01T00:16:14.000","2023-01-01T00:48:32.000","1.0","10.32","1.0","N","161","225","2","45.7","1.0","0.5","0.0","6.55","1.0","57.25","2.5","0.0"
"2","2023-01-01T00:37:17.000","2023-01-01T00:38:51.000","1.0","0.0","5.0","N","255","264","1","40.0","0.0","0.0","8.2","0.0","1.0","49.2","0.0","0.0"
"2","2023-01-01T00:41:48.000","2023-01-01T00:49:14.000","3.0","2.07","1.0","N","256","148","1","11.4","1.0","0.5","3.28","0.0","1.0","19.68","2.5","0.0"
"1","2023-01-01T00:14:02.000","2023-01-01T00:19:25.000","1.0","1.9","1.0","N","239","24","1","9.3","3.5","0.5","3.55","0.0","1.0","17.85","2.5","0.0"
"1","2023-01-01T00:22:03.000","2023-01-01T00:27:28.000","1.0","0.9","1.0","N","151","238","1","7.2","3.5","0.5","3.65","0.0","1.0","15.85","2.5","0.0"
"1","2023-01-01T00:30:13.000","2023-01-01T00:42:03.000","2.0","2.2","1.0","N","239","236","1","12.8","3.5","0.5","2.0","0.0","1.0","19.8","2.5","0.0"
"1","2023-01-01T00:46:13.000","2023-01-01T00:49:17.000","1.0","0.8","1.0","N","236","237","1","5.8","3.5","0.5","3.2","0.0","1.0","14.0","2.5","0.0"
"1","2023-01-01T00:51:10.000","2023-01-01T00:52:55.000","2.0","0.6","1.0","N","237","229","1","5.1","3.5","0.5","2.0","0.0","1.0","12.1","2.5","0.0"
"1","2023-01-01T00:58:13.000","2023-01-01T01:09:25.000","1.0","2.6","1.0","N","229","238","1","13.5","3.5","0.5","3.7","0.0","1.0","22.2","2.5","0.0"
"1","2023-01-01T00:07:59.000","2023-01-01T00:29:34.000","1.0","2.6","1.0","N","148","246","1","17.0","3.5","0.5","10.0","0.0","1.0","32.0","2.5","0.0"
"1","2023-01-01T00:31:09.000","2023-01-01T00:39:47.000","1.0","0.9","1.0","N","68","48","1","8.6","3.5","0.5","2.72","0.0","1.0","16.32","2.5","0.0"
"1","2023-01-01T00:47:42.000","2023-01-01T01:19:35.000","3.0","7.8","1.0","N","50","243","2","38.0","3.5","0.5","0.0","0.0","1.0","43.0","2.5","0.0"
"2","2023-01-01T00:12:48.000","2023-01-01T00:19:33.000","1.0","1.67","1.0","N","237","233","1","10.0","1.0","0.5","3.0","0.0","1.0","18.0","2.5","0.0"
"2","2023-01-01T00:34:43.000","2023-01-01T00:47:10.000","2.0","2.58","1.0","N","140","239","1","14.2","1.0","0.5","4.8","0.0","1.0","24.0","2.5","0.0"
"2","2023-01-01T00:48:49.000","2023-01-01T01:03:23.000","2.0","2.91","1.0","N","239","262","1","16.3","1.0","0.5","4.26","0.0","1.0","25.56","2.5","0.0"
"2","2023-01-01T00:16:06.000","2023-01-01T00:35:29.000","1.0","3.7","1.0","N","237","79","2","20.5","1.0","0.5","0.0","0.0","1.0","25.5","2.5","0.0"
"2","2023-01-01T00:39:44.000","2023-01-01T00:59:24.000","1.0","4.44","1.0","N","79","236","1","22.6","1.0","0.5","5.52","0.0","1.0","33.12","2.5","0.0"
